fighter_profile,name,nickname,dob,height,weight,reach,stance,fight_link,event,event_link,event_date,fighter_name,opponent_name,opponent_profile,fighter_result,opponent_result,fight_type,championship,perf_of_night,fight_of_night,sub_of_night,ko_of_night,method,round,time,fight_type.1,fight_desc
http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Jorge Masvidal,Gamebred,"Nov 12, 1984","5' 11""",170 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/9b955968a5db4296,Strikeforce - Rockhold vs Kennedy,http://www.ufcstats.com/event-details/237187ed9f419285,"July 14, 2012",Jorge Masvidal,Justin Wilcox,http://www.ufcstats.com/fighter-details/4a482a0100cfcd0a,W,L,Lightweight Bout,-,-,-,-,-,Decision - Split,3,5:00,3 Rnd (5-5-5),Ken Barringer 29 - 28. Glenn Trowbridge 28 - 29. Laura Gregory 27 - 30.
http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Jorge Masvidal,Gamebred,"Nov 12, 1984","5' 11""",170 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/70b1135b27aa6c1e,Strikeforce - Melendez vs. Masvidal,http://www.ufcstats.com/event-details/2f1700b3a4a09bc7,"December 17, 2011",Jorge Masvidal,Gilbert Melendez,http://www.ufcstats.com/fighter-details/aa5b4eff51bdc7d1,L,W,Strikeforce Lightweight Title Bout,1,-,-,-,-,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Cecil Peoples 45 - 50. Gene LeBell 45 - 50. John McCarthy 46 - 49.
http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Jorge Masvidal,Gamebred,"Nov 12, 1984","5' 11""",170 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/9841ed77f6ca2eca,Strikeforce - Overeem vs. Werdum,http://www.ufcstats.com/event-details/8355922d564b152c,"June 18, 2011",Jorge Masvidal,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,W,L,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brock Groom 27 - 30. Nelson Hamilton 27 - 30. Jesse Reyes 27 - 30.
http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Jorge Masvidal,Gamebred,"Nov 12, 1984","5' 11""",170 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/e0d0a74b2fdfe057,Strikeforce - Feijao vs. Henderson,http://www.ufcstats.com/event-details/63def5a5662a6917,"March 05, 2011",Jorge Masvidal,Billy Evangelista,http://www.ufcstats.com/fighter-details/9766ed20b68c7c33,W,L,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),27 - 30. 27 - 30. 27 - 30.
http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Jorge Masvidal,Gamebred,"Nov 12, 1984","5' 11""",170 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/75273d6f825d6ab6,Strikeforce - At the Dome,http://www.ufcstats.com/event-details/a683f9ddb70aa4bd,"February 23, 2008",Jorge Masvidal,Ryan Healy,http://www.ufcstats.com/fighter-details/f3eb664db7fb1df3,W,L,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Randy Corley 27 - 30. Jason Dickson 27 - 30. Roy Silbert 27 - 30.
http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Jorge Masvidal,Gamebred,"Nov 12, 1984","5' 11""",170 lbs.,"74""",Orthodox,http://www.ufcstats.com/fight-details/c8e5cbf334606fe9,Strikeforce - Playboy Mansion,http://www.ufcstats.com/event-details/75f871836d41f90f,"September 29, 2007",Jorge Masvidal,Matt Lee,http://www.ufcstats.com/fighter-details/d9e3743bae8d703d,W,L,Catch Weight Bout,-,-,-,-,-,KO/TKO,1,1:33,3 Rnd (5-5-5),Elbows to Head In Clinch
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/71ea7d7985dad804,UFC 287: Pereira vs. Adesanya 2,http://www.ufcstats.com/event-details/3dc3022232b79c7a,"April 08, 2023",Gilbert Burns,Jorge Masvidal,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,,,Welterweight Bout,-,-,-,-,-,-,-,-,-,-
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/1c51f405e5c46572,UFC 283: Teixeira vs. Hill,http://www.ufcstats.com/event-details/5717efc6f271cd52,"January 21, 2023",Gilbert Burns,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,W,L,Welterweight Bout,-,-,-,-,-,Submission,1,4:15,3 Rnd (5-5-5),Arm Triangle From Mount
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/394b0347b0438622,UFC 273: Volkanovski vs. The Korean Zombie,http://www.ufcstats.com/event-details/3a97fda0de6f1fa4,"April 09, 2022",Gilbert Burns,Khamzat Chimaev,http://www.ufcstats.com/fighter-details/767755fd74662dbf,L,W,Welterweight Bout,-,-,1,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Troy Wincapaw 28 - 29. Chris Lee 28 - 29. Eric Colon 28 - 29.
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/8245791a3d3403c6,UFC 264: Poirier vs. McGregor 3,http://www.ufcstats.com/event-details/8a0be41c0380188d,"July 10, 2021",Gilbert Burns,Stephen Thompson,http://www.ufcstats.com/fighter-details/4a28cb716c19157a,W,L,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 28 - 29. Sal D'amato 28 - 29. Mike Bell 28 - 29.
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/be94e5b7a35ce5f2,UFC 258: Usman vs. Burns,http://www.ufcstats.com/event-details/3f7c14c7eca7195d,"February 13, 2021",Gilbert Burns,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,L,W,UFC Welterweight Title Bout,1,1,-,-,-,KO/TKO,3,0:34,5 Rnd (5-5-5-5-5),Punches to Head On Ground
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/e9eab0fa03eecd9b,UFC Fight Night: Woodley vs. Burns,http://www.ufcstats.com/event-details/14b9e0f2679a2205,"May 30, 2020",Gilbert Burns,Tyron Woodley,http://www.ufcstats.com/fighter-details/effd9de9937996f8,W,L,Welterweight Bout,-,1,-,-,-,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Eric Colon 45 - 50. Derek Cleary 44 - 50. Sal D'amato 44 - 50.
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/5cee1d8f1e43d6f5,UFC Fight Night: Lee vs. Oliveira,http://www.ufcstats.com/event-details/53278852bcd91e11,"March 14, 2020",Gilbert Burns,Demian Maia,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27,W,L,Welterweight Bout,-,1,-,-,-,KO/TKO,1,2:34,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/7410ac7e4e5acb74,UFC Fight Night: Hermansson vs. Cannonier,http://www.ufcstats.com/event-details/1bf49bf829964144,"September 28, 2019",Gilbert Burns,Gunnar Nelson,http://www.ufcstats.com/fighter-details/fd55393021a8c255,W,L,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Knudsen 28 - 29. Maciej Motylewski 28 - 29. Paul Sutherland 28 - 29.
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/1019f2a9c012e949,UFC Fight Night: Shevchenko vs. Carmouche 2,http://www.ufcstats.com/event-details/e5d03e4d966126bd,"August 10, 2019",Gilbert Burns,Aleksei Kunchenko,http://www.ufcstats.com/fighter-details/e2ccd9a9ace60de7,W,L,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Guilherme Bravo 28 - 29. Phillipe Iorio 28 - 29. Eric Colon 28 - 29.
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/c2bcdcc472228768,UFC Fight Night: Jacare vs. Hermansson,http://www.ufcstats.com/event-details/c912f676692c353a,"April 27, 2019",Gilbert Burns,Mike Davis,http://www.ufcstats.com/fighter-details/fb3e61720be4690c,W,L,Lightweight Bout,-,-,-,-,-,Submission,2,4:15,3 Rnd (5-5-5),Rear Naked Choke
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/1fa8537d3992a09a,UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/event-details/2a74bbba57058f12,"December 08, 2018",Gilbert Burns,Olivier Aubin-Mercier,http://www.ufcstats.com/fighter-details/55ee431411ccf07a,W,L,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 27 - 30. Declan Woods 27 - 30. Sal D'amato 28 - 29.
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/bd97a96ac8203457,UFC 226: Miocic vs. Cormier,http://www.ufcstats.com/event-details/35585d970300d45a,"July 07, 2018",Gilbert Burns,Dan Hooker,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3,L,W,Lightweight Bout,-,-,-,-,-,KO/TKO,1,2:28,3 Rnd (5-5-5),Punches to Head At Distance
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/59363451049c929d,UFC Fight Night: Poirier vs. Gaethje,http://www.ufcstats.com/event-details/620be7e0712d431b,"April 14, 2018",Gilbert Burns,Dan Moret,http://www.ufcstats.com/fighter-details/66e98b3bb5fc5250,W,L,Lightweight Bout,-,-,-,-,-,KO/TKO,2,0:59,3 Rnd (5-5-5),Punch to Head In Clinch
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/2ec12d4bbc0752db,UFC Fight Night: Rockhold vs. Branch,http://www.ufcstats.com/event-details/1979c80150f630c4,"September 16, 2017",Gilbert Burns,Jason Saggo,http://www.ufcstats.com/fighter-details/4ac1ecf8ce59ef23,W,L,Lightweight Bout,-,-,-,-,-,KO/TKO,2,4:55,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/6f2a4a2f769eb9e3,UFC Fight Night: Cyborg vs. Lansberg,http://www.ufcstats.com/event-details/e18012194473e8b0,"September 24, 2016",Gilbert Burns,Michel Prazeres,http://www.ufcstats.com/fighter-details/e51fcd9cd84c0b93,L,W,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Guilherme Bravo 27 - 30. Hallison Pontes 27 - 30. Joseph Terrell 27 - 30.
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/e71a155192ff2f6c,UFC Fight Night: Dos Anjos vs. Alvarez,http://www.ufcstats.com/event-details/45a2ba3ef82b9700,"July 07, 2016",Gilbert Burns,Lukasz Sajewski,http://www.ufcstats.com/fighter-details/fb41432b622992a9,W,L,Lightweight Bout,-,-,-,-,-,Submission,1,4:57,3 Rnd (5-5-5),Armbar From Back Control
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/f0b151cc6c91b259,UFC Fight Night: Belfort vs Henderson 3,http://www.ufcstats.com/event-details/5345f86680378fc1,"November 07, 2015",Gilbert Burns,Rashid Magomedov,http://www.ufcstats.com/fighter-details/7ea1f74cef32f906,L,W,Lightweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Guilherme Bravo 27 - 30. Chris Lee 27 - 30. Otto Torriero 27 - 30.
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/55c6d02e838dc60f,UFC Fight Night: Maia vs LaFlare,http://www.ufcstats.com/event-details/fa534853eb195270,"March 21, 2015",Gilbert Burns,Alex Oliveira,http://www.ufcstats.com/fighter-details/57b10fca4f9c9a7a,W,L,Lightweight Bout,-,1,-,-,-,Submission,3,4:14,3 Rnd (5-5-5),Armbar On Ground
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/2a44035824303dee,UFC 179: Aldo vs Mendes 2,http://www.ufcstats.com/event-details/53f02bbc41d99432,"October 25, 2014",Gilbert Burns,Christos Giagos,http://www.ufcstats.com/fighter-details/de45aaae23dfa392,W,L,Lightweight Bout,-,1,-,-,-,Submission,1,4:57,3 Rnd (5-5-5),Armbar On Ground
http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,Durinho,"Jul 20, 1986","5' 10""",170 lbs.,"71""",Orthodox,http://www.ufcstats.com/fight-details/5da651d5867cbdfe,UFC on FOX: Lawler vs Brown,http://www.ufcstats.com/event-details/05fbfe628658c538,"July 26, 2014",Gilbert Burns,Andreas Stahl,http://www.ufcstats.com/fighter-details/69a400af4420cd6a,W,L,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales 28 - 29. Brandon Saucedo 28 - 29. Wade Vierra 28 - 29.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/a419e6df765aa755,UFC Fight Night: Thompson vs. Holland,http://www.ufcstats.com/event-details/b23388ff8ac6637b,"December 03, 2022",Stephen Thompson,Kevin Holland,http://www.ufcstats.com/fighter-details/3a46b268013afede,W,L,Welterweight Bout,-,-,1,-,-,KO/TKO,4,5:00,5 Rnd (5-5-5-5-5),to Corner Stoppage
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/8b3b38167060b1d7,UFC Fight Night: Lewis vs. Daukaus,http://www.ufcstats.com/event-details/2a470ad41c22c25a,"December 18, 2021",Stephen Thompson,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,L,W,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 25 - 30. Doug Crosby 26 - 30. Sal D'amato 26 - 30.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/8245791a3d3403c6,UFC 264: Poirier vs. McGregor 3,http://www.ufcstats.com/event-details/8a0be41c0380188d,"July 10, 2021",Stephen Thompson,Gilbert Burns,http://www.ufcstats.com/fighter-details/23024fdfc966410a,L,W,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 28 - 29. Sal D'amato 28 - 29. Mike Bell 28 - 29.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/c7375d5db21cbaae,UFC Fight Night: Thompson vs. Neal,http://www.ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",Stephen Thompson,Geoff Neal,http://www.ufcstats.com/fighter-details/b997be68943010fc,W,L,Welterweight Bout,-,1,-,-,-,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Derek Cleary 45 - 50. Sal D'amato 45 - 50. Junichiro Kamijo 45 - 50.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/28deed0ab55ca350,UFC 244: Masvidal vs. Diaz,http://www.ufcstats.com/event-details/fd87b1bbfcde9d5e,"November 02, 2019",Stephen Thompson,Vicente Luque,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,W,L,Welterweight Bout,-,-,1,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 26 - 30. Doug Crosby 26 - 30. Sal D'amato 27 - 29.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/56ae02578b1163ee,UFC Fight Night: Thompson vs. Pettis,http://www.ufcstats.com/event-details/487c170da059857d,"March 23, 2019",Stephen Thompson,Anthony Pettis,http://www.ufcstats.com/fighter-details/cbb682f5fcc44bfc,L,W,Welterweight Bout,-,1,-,-,-,KO/TKO,2,4:55,5 Rnd (5-5-5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/cd117bfce747184f,UFC Fight Night: Thompson vs. Till,http://www.ufcstats.com/event-details/f5990c11974d8e9c,"May 27, 2018",Stephen Thompson,Darren Till,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7,L,W,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mark Collett 47 - 48. Andy Roberts 46 - 49. Paul Sutherland 46 - 49.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/80572cac6ab57866,UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,"November 04, 2017",Stephen Thompson,Jorge Masvidal,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,W,L,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 26 - 30. Dave Tirelli 27 - 30. Eric Colon 27 - 30.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/dfc8c5161ea0ccb5,UFC 209: Woodley vs. Thompson 2,http://www.ufcstats.com/event-details/20e403a1acfef130,"March 04, 2017",Stephen Thompson,Tyron Woodley,http://www.ufcstats.com/fighter-details/effd9de9937996f8,L,W,UFC Welterweight Title Bout,1,-,-,-,-,Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),Derek Cleary 47 - 48. Sal D'amato 47 - 47. Chris Lee 47 - 48.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/b80ef7cdc36ab48b,UFC 205: Alvarez vs McGregor,http://www.ufcstats.com/event-details/4956f60b7fa57c1a,"November 12, 2016",Stephen Thompson,Tyron Woodley,http://www.ufcstats.com/fighter-details/effd9de9937996f8,D,D,UFC Welterweight Title Bout,1,-,1,-,-,Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),Derek Cleary 47 - 47. Doug Crosby 47 - 47. Glenn Trowbridge 47 - 48.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/75e21e2f5f3be42e,UFC Fight Night: MacDonald vs Thompson,http://www.ufcstats.com/event-details/563d051c9e769b24,"June 18, 2016",Stephen Thompson,Rory MacDonald,http://www.ufcstats.com/fighter-details/cbd5d3cdd862e90e,W,L,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Chris Lee 45 - 50. David Therien 45 - 50. Sal D'amato 47 - 48.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/3cbbf947fd0d2144,UFC Fight Night: Hendricks vs Thompson,http://www.ufcstats.com/event-details/de99da2c0d18d34a,"February 06, 2016",Stephen Thompson,Johny Hendricks,http://www.ufcstats.com/fighter-details/0941df56f6ac954b,W,L,Welterweight Bout,-,1,-,-,-,KO/TKO,1,3:31,5 Rnd (5-5-5-5-5),Punch to Head In Clinch
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/54a15700ab185420,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,http://www.ufcstats.com/event-details/a890f9a791ed615d,"July 12, 2015",Stephen Thompson,Jake Ellenberger,http://www.ufcstats.com/fighter-details/d81ac739417d7f53,W,L,Welterweight Bout,-,1,-,-,-,KO/TKO,1,4:29,5 Rnd (5-5-5-5-5),Kick to Head At Distance Wheel Kick
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/fceab09944a65840,UFC 178: Johnson vs Cariaso,http://www.ufcstats.com/event-details/3bb030257966b022,"September 27, 2014",Stephen Thompson,Patrick Cote,http://www.ufcstats.com/fighter-details/9fa3bd637edd9aa2,W,L,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 28 - 29. Sal D'amato 28 - 29. Tony Weeks 27 - 30.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/ab0d6346b7938a7f,UFC 170: Rousey vs McMann,http://www.ufcstats.com/event-details/3138fab619faf4d1,"February 22, 2014",Stephen Thompson,Robert Whittaker,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce,W,L,Welterweight Bout,-,1,-,-,-,KO/TKO,1,3:43,3 Rnd (5-5-5),Punches to Head In Clinch
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/a95be3943ea0f691,UFC 165: Jones vs Gustafsson,http://www.ufcstats.com/event-details/df5a77121ba84a5d,"September 21, 2013",Stephen Thompson,Chris Clements,http://www.ufcstats.com/fighter-details/e5ecaf884b6da2bc,W,L,Welterweight Bout,-,-,-,-,-,KO/TKO,2,1:27,3 Rnd (5-5-5),Punch to Head At Distance
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/a6ba04a54eb7e8fa,UFC 160: Velasquez vs Silva 2,http://www.ufcstats.com/event-details/3c241737a6069b9f,"May 25, 2013",Stephen Thompson,Nah-Shon Burrell,http://www.ufcstats.com/fighter-details/2c64c035485906aa,W,L,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lester Griffin 28 - 29. Tony Weeks 27 - 30. Junichiro Kamijo 28 - 29.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/bf5a5b23a49fa17c,UFC 145: Jones vs Evans,http://www.ufcstats.com/event-details/155bfc7ed36622df,"April 21, 2012",Stephen Thompson,Matt Brown,http://www.ufcstats.com/fighter-details/31123249b0bbf52e,L,W,Welterweight Bout,-,-,-,-,-,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 27 - 30. Chris Lee 26 - 30. Cardo Urso 28 - 29.
http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,Wonderboy,"Feb 11, 1983","6' 0""",170 lbs.,"75""",Orthodox,http://www.ufcstats.com/fight-details/40c080d0f86f1f1f,UFC 143: Diaz vs Condit,http://www.ufcstats.com/event-details/df2cf66d8c0123db,"February 04, 2012",Stephen Thompson,Dan Stittgen,http://www.ufcstats.com/fighter-details/cc3147b49c7d7d92,W,L,Welterweight Bout,-,-,-,-,1,KO/TKO,1,4:13,3 Rnd (5-5-5),Kick to Head At Distance
http://www.ufcstats.com/fighter-details/9e8f6c728eb01124,Justin Gaethje,The Highlight,"Nov 14, 1988","5' 11""",155 lbs.,"70""",Orthodox,http://www.ufcstats.com/fight-details/90a83875e1d11238,UFC 286: Edwards vs. Usman 3,http://www.ufcstats.com/event-details/e4bb7e483c4ad318,"March 18, 2023",Justin Gaethje,Rafael Fiziev,http://www.ufcstats.com/fighter-details/c814b4c899793af6,,,Lightweight Bout,-,-,-,-,-,-,-,-,-,-
http://www.ufcstats.com/fighter-details/9e8f6c728eb01124,Justin Gaethje,The Highlight,"Nov 14, 1988","5' 11""",155 lbs.,"70""",Orthodox,http://www.ufcstats.com/fight-details/7d4e49d8a6678157,UFC 274: Oliveira vs. Gaethje,http://www.ufcstats.com/event-details/253d3f9e97ca149a,"May 07, 2022",Justin Gaethje,Charles Oliveira,http://www.ufcstats.com/fighter-details/07225ba28ae309b6,L,W,Lightweight Bout,-,-,-,-,-,Submission,1,3:22,5 Rnd (5-5-5-5-5),Rear Naked Choke
